1462997837,regular_3g,100ms,750kbps,ACTIVE
1462997867,regular_3g,100ms,750kbps,CLEAR
1462997867,wifi,2ms,30000kbps,ACTIVE
1462997878,wifi,2ms,30000kbps,CLEAR
1463655250,regular_3g,100ms,750kbps,ACTIVE
1463655273,regular_3g,100ms,750kbps,CLEAR
